province,year,track,university,major,min_score,min_rank,batch,admission_count,subject_requirement,tuition,notes
广东,2025,物理,山西医科大学,专业组 208,516,136581,本科批,16,物理,0,院校代码:10114;专业组:208;计划数:16
广东,2025,物理,山西医科大学,专业组 209,531,110071,本科批,16,物理,0,院校代码:10114;专业组:209;计划数:16
广东,2025,物理,山西医科大学,专业组 210,515,137078,本科批,4,物理,0,院校代码:10114;专业组:210;计划数:4
广东,2025,物理,山西医科大学,专业组 211,579,45254,本科批,6,物理,0,院校代码:10114;专业组:211;计划数:6
广东,2025,物理,长治医学院,专业组 203,513,141065,本科批,9,物理,0,院校代码:10117;专业组:203;计划数:9
广东,2025,物理,长治医学院,专业组 204,492,178745,本科批,1,物理,0,院校代码:10117;专业组:204;计划数:1
广东,2025,物理,山西师范大学,专业组 210,536,101614,本科批,2,物理,0,院校代码:10118;专业组:210;计划数:2
广东,2025,物理,山西师范大学,专业组 211,506,154636,本科批,9,物理,0,院校代码:10118;专业组:211;计划数:9
广东,2025,物理,山西师范大学,专业组 212,507,152368,本科批,10,物理,0,院校代码:10118;专业组:212;计划数:10
广东,2025,物理,山西大同大学,专业组 205,531,109881,本科批,10,物理,0,院校代码:10120;专业组:205;计划数:10
广东,2025,物理,忻州师范学院,专业组 204,499,166245,本科批,1,物理,0,院校代码:10124;专业组:204;计划数:1
广东,2025,物理,忻州师范学院,专业组 205,496,171776,本科批,6,物理,0,院校代码:10124;专业组:205;计划数:6
