province,year,track,university,major,min_score,min_rank,batch,admission_count,subject_requirement,tuition,notes
广东,2025,历史,中国海洋大学,专业组 216,611,3113,本科批,2,历史,0,院校代码:10423;专业组:216;计划数:2
广东,2025,历史,山东科技大学,专业组 203,555,21386,本科批,2,历史,0,院校代码:10424;专业组:203;计划数:2
广东,2025,历史,中国石油大学(华东),专业组 207,589,8027,本科批,2,历史,0,院校代码:10425;专业组:207;计划数:2
广东,2025,历史,中国石油大学(华东),专业组 208,598,5663,本科批,2,历史,0,院校代码:10425;专业组:208;计划数:2
广东,2025,历史,济南大学,专业组 213,549,24790,本科批,37,历史,0,院校代码:10427;专业组:213;计划数:37
广东,2025,历史,济南大学,专业组 214,553,22504,本科批,5,历史,0,院校代码:10427;专业组:214;计划数:5
广东,2025,历史,济南大学,专业组 215,546,26325,本科批,4,历史,0,院校代码:10427;专业组:215;计划数:4
广东,2025,历史,济南大学,专业组 216,568,15377,本科批,2,历史,0,院校代码:10427;专业组:216;计划数:2
广东,2025,历史,青岛理工大学,专业组 203,549,24811,本科批,2,历史,0,院校代码:10429;专业组:203;计划数:2
广东,2025,历史,青岛理工大学,专业组 204,542,28810,本科批,12,历史,0,院校代码:10429;专业组:204;计划数:12
广东,2025,历史,山东建筑大学,专业组 207,536,32380,本科批,6,历史,0,院校代码:10430;专业组:207;计划数:6
广东,2025,历史,齐鲁工业大学,专业组 207,527,37675,本科批,20,历史,0,院校代码:10431;专业组:207;计划数:20
广东,2025,历史,山东农业大学,专业组 204,537,31617,本科批,11,历史,0,院校代码:10434;专业组:204;计划数:11
广东,2025,历史,山东第一医科大学,专业组 205,528,37072,本科批,8,历史,0,院校代码:10439;专业组:205;计划数:8
广东,2025,历史,山东第一医科大学,专业组 209,536,32237,本科批,2,历史,0,院校代码:10439;专业组:209;计划数:2
广东,2025,历史,山东第一医科大学,专业组 210,530,36134,本科批,5,历史,0,院校代码:10439;专业组:210;计划数:5
广东,2025,历史,山东师范大学,专业组 210,585,9432,本科批,1,历史,0,院校代码:10445;专业组:210;计划数:1
广东,2025,历史,山东师范大学,专业组 211,541,29008,本科批,25,历史,0,院校代码:10445;专业组:211;计划数:25
广东,2025,历史,山东师范大学(中外合作办学),专业组 212,535,33084,本科批,1,历史,0,院校代码:10445;专业组:212;计划数:1
广东,2025,历史,山东师范大学,专业组 213,569,15118,本科批,3,历史,0,院校代码:10445;专业组:213;计划数:3
广东,2025,历史,山东航空学院,专业组 204,536,32374,本科批,1,历史,0,院校代码:10449;专业组:204;计划数:1
广东,2025,历史,鲁东大学,专业组 204,529,36338,本科批,5,历史,0,院校代码:10451;专业组:204;计划数:5
广东,2025,历史,临沂大学,专业组 206,542,28605,本科批,7,历史,0,院校代码:10452;专业组:206;计划数:7
广东,2025,历史,临沂大学(中外合作办学),专业组 207,508,51928,本科批,3,历史,0,院校代码:10452;专业组:207;计划数:3
广东,2025,历史,菏泽学院,专业组 204,519,43621,本科批,4,历史,0,院校代码:10455;专业组:204;计划数:4
广东,2025,历史,山东财经大学,专业组 204,553,22578,本科批,11,历史,0,院校代码:10456;专业组:204;计划数:11
广东,2025,历史,山东艺术学院,专业组 209,523,41077,本科批,4,历史,0,院校代码:10458;专业组:209;计划数:4
广东,2025,历史,郑州大学,专业组 209,591,7278,本科批,13,历史,0,院校代码:10459;专业组:209;计划数:13
广东,2025,历史,河南理工大学,专业组 206,534,33241,本科批,3,历史,0,院校代码:10460;专业组:206;计划数:3
广东,2025,历史,河南理工大学,专业组 207,534,33260,本科批,7,历史,0,院校代码:10460;专业组:207;计划数:7
广东,2025,历史,郑州轻工业大学,专业组 205,535,32848,本科批,21,历史,0,院校代码:10462;专业组:205;计划数:21
广东,2025,历史,河南工业大学,专业组 208,547,25485,本科批,2,历史,0,院校代码:10463;专业组:208;计划数:2
广东,2025,历史,河南工业大学,专业组 209,548,24926,本科批,7,历史,0,院校代码:10463;专业组:209;计划数:7
广东,2025,历史,河南科技大学,专业组 210,542,28583,本科批,5,历史,0,院校代码:10464;专业组:210;计划数:5
广东,2025,历史,河南科技大学,专业组 211,541,29384,本科批,5,历史,0,院校代码:10464;专业组:211;计划数:5
广东,2025,历史,中原工学院,专业组 204,539,30213,本科批,4,历史,0,院校代码:10465;专业组:204;计划数:4
广东,2025,历史,河南农业大学,专业组 210,535,33072,本科批,7,历史,0,院校代码:10466;专业组:210;计划数:7
广东,2025,历史,河南农业大学,专业组 211,533,33877,本科批,9,历史,0,院校代码:10466;专业组:211;计划数:9
广东,2025,历史,河南科技学院,专业组 205,520,42969,本科批,2,历史,0,院校代码:10467;专业组:205;计划数:2
广东,2025,历史,河南科技学院,专业组 206,519,43229,本科批,4,历史,0,院校代码:10467;专业组:206;计划数:4
广东,2025,历史,河南中医药大学,专业组 205,575,12701,本科批,3,历史,0,院校代码:10471;专业组:205;计划数:3
广东,2025,历史,河南医药大学,专业组 204,517,45003,本科批,2,历史,0,院校代码:10472;专业组:204;计划数:2
广东,2025,历史,河南医药大学,专业组 205,520,42553,本科批,4,历史,0,院校代码:10472;专业组:205;计划数:4
广东,2025,历史,河南大学,专业组 215,559,19462,本科批,56,历史,0,院校代码:10475;专业组:215;计划数:56
广东,2025,历史,河南大学(中外合作办学),专业组 217,548,25080,本科批,12,历史,0,院校代码:10475;专业组:217;计划数:12
广东,2025,历史,河南大学,专业组 218,580,10973,本科批,8,历史,0,院校代码:10475;专业组:218;计划数:8
广东,2025,历史,河南师范大学,专业组 205,554,22027,本科批,10,历史,0,院校代码:10476;专业组:205;计划数:10
广东,2025,历史,河南师范大学,专业组 206,486,70379,本科批,15,历史,0,院校代码:10476;专业组:206;计划数:15
广东,2025,历史,周口师范学院,专业组 204,519,43408,本科批,7,历史,0,院校代码:10478;专业组:204;计划数:7
广东,2025,历史,南阳师范学院,专业组 209,523,40814,本科批,3,历史,0,院校代码:10481;专业组:209;计划数:3
广东,2025,历史,南阳师范学院,专业组 210,520,42931,本科批,15,历史,0,院校代码:10481;专业组:210;计划数:15
广东,2025,历史,南阳师范学院(中外合作办学),专业组 211,512,48765,本科批,4,历史,0,院校代码:10481;专业组:211;计划数:4
广东,2025,历史,洛阳师范学院,专业组 203,519,43772,本科批,21,历史,0,院校代码:10482;专业组:203;计划数:21
广东,2025,历史,商丘师范学院,专业组 205,518,43917,本科批,7,历史,0,院校代码:10483;专业组:205;计划数:7
广东,2025,历史,河南财经政法大学,专业组 205,560,19237,本科批,6,历史,0,院校代码:10484;专业组:205;计划数:6
广东,2025,历史,郑州航空工业管理学院,专业组 205,534,33578,本科批,4,历史,0,院校代码:10485;专业组:205;计划数:4
广东,2025,历史,武汉大学,专业组 211,641,502,本科批,49,历史,0,院校代码:10486;专业组:211;计划数:49
广东,2025,历史,武汉大学,专业组 212,642,461,本科批,2,历史,0,院校代码:10486;专业组:212;计划数:2
广东,2025,历史,华中科技大学,专业组 212,622,1750,本科批,10,历史,0,院校代码:10487;专业组:212;计划数:10
广东,2025,历史,武汉科技大学,专业组 210,557,20674,本科批,28,历史,0,院校代码:10488;专业组:210;计划数:28
广东,2025,历史,长江大学,专业组 202,550,24059,本科批,10,历史,0,院校代码:10489;专业组:202;计划数:10
广东,2025,历史,中国地质大学(武汉),专业组 212,590,7614,本科批,20,历史,0,院校代码:10491;专业组:212;计划数:20
广东,2025,历史,中国地质大学(武汉),专业组 213,596,6161,本科批,3,历史,0,院校代码:10491;专业组:213;计划数:3
广东,2025,历史,武汉纺织大学,专业组 207,549,24385,本科批,10,历史,0,院校代码:10495;专业组:207;计划数:10
广东,2025,历史,武汉轻工大学,专业组 207,554,21996,本科批,2,历史,0,院校代码:10496;专业组:207;计划数:2
广东,2025,历史,武汉轻工大学,专业组 208,554,21917,本科批,5,历史,0,院校代码:10496;专业组:208;计划数:5
广东,2025,历史,武汉轻工大学(中外合作办学),专业组 209,515,46425,本科批,5,历史,0,院校代码:10496;专业组:209;计划数:5
广东,2025,历史,武汉理工大学,专业组 201,590,7711,本科批,36,历史,0,院校代码:10497;专业组:201;计划数:36
广东,2025,历史,武汉理工大学,专业组 215,596,6086,本科批,4,历史,0,院校代码:10497;专业组:215;计划数:4
广东,2025,历史,武汉理工大学(中外合作办学),专业组 217,588,8472,本科批,4,历史,0,院校代码:10497;专业组:217;计划数:4
广东,2025,历史,湖北工业大学,专业组 201,549,24544,本科批,23,历史,0,院校代码:10500;专业组:201;计划数:23
广东,2025,历史,华中农业大学,专业组 215,590,7600,本科批,3,历史,0,院校代码:10504;专业组:215;计划数:3
广东,2025,历史,华中农业大学,专业组 216,591,7469,本科批,2,历史,0,院校代码:10504;专业组:216;计划数:2
广东,2025,历史,华中农业大学,专业组 217,591,7411,本科批,2,历史,0,院校代码:10504;专业组:217;计划数:2
广东,2025,历史,华中农业大学,专业组 218,592,7050,本科批,4,历史,0,院校代码:10504;专业组:218;计划数:4
广东,2025,历史,华中农业大学(中外合作办学),专业组 219,575,12698,本科批,3,历史,0,院校代码:10504;专业组:219;计划数:3
广东,2025,历史,湖北中医药大学,专业组 208,540,29965,本科批,4,历史,0,院校代码:10507;专业组:208;计划数:4
广东,2025,历史,湖北中医药大学,专业组 209,544,27373,本科批,12,历史,0,院校代码:10507;专业组:209;计划数:12
广东,2025,历史,湖北中医药大学,专业组 210,587,8745,本科批,11,历史,0,院校代码:10507;专业组:210;计划数:11
广东,2025,历史,华中师范大学,专业组 201,604,4301,本科批,26,历史,0,院校代码:10511;专业组:201;计划数:26
广东,2025,历史,华中师范大学,专业组 220,611,3108,本科批,2,历史,0,院校代码:10511;专业组:220;计划数:2
广东,2025,历史,华中师范大学,专业组 221,613,2862,本科批,5,历史,0,院校代码:10511;专业组:221;计划数:5
广东,2025,历史,湖北大学(中外合作办学),专业组 213,542,28672,本科批,7,历史,0,院校代码:10512;专业组:213;计划数:7
广东,2025,历史,湖北大学,专业组 218,566,16483,本科批,8,历史,0,院校代码:10512;专业组:218;计划数:8
广东,2025,历史,湖北大学,专业组 219,562,18298,本科批,20,历史,0,院校代码:10512;专业组:219;计划数:20
广东,2025,历史,湖北师范大学,专业组 203,555,21727,本科批,4,历史,0,院校代码:10513;专业组:203;计划数:4
广东,2025,历史,湖北文理学院,专业组 205,532,34753,本科批,2,历史,0,院校代码:10519;专业组:205;计划数:2
广东,2025,历史,中南财经政法大学,专业组 208,607,3836,本科批,103,历史,0,院校代码:10520;专业组:208;计划数:103
广东,2025,历史,中南财经政法大学(中外合作办学),专业组 209,567,15991,本科批,8,历史,0,院校代码:10520;专业组:209;计划数:8
广东,2025,历史,武汉体育学院,专业组 210,532,34913,本科批,3,历史,0,院校代码:10522;专业组:210;计划数:3
广东,2025,历史,武汉体育学院,专业组 211,538,31039,本科批,6,历史,0,院校代码:10522;专业组:211;计划数:6
广东,2025,历史,湖北美术学院,专业组 205,536,32316,本科批,1,历史,0,院校代码:10523;专业组:205;计划数:1
广东,2025,历史,中南民族大学,专业组 209,569,14931,本科批,8,历史,0,院校代码:10524;专业组:209;计划数:8
广东,2025,历史,中南民族大学,专业组 210,577,12179,本科批,2,历史,0,院校代码:10524;专业组:210;计划数:2
广东,2025,历史,湘潭大学,专业组 210,578,11685,本科批,34,历史,0,院校代码:10530;专业组:210;计划数:34
广东,2025,历史,吉首大学,专业组 212,537,31339,本科批,2,历史,0,院校代码:10531;专业组:212;计划数:2
广东,2025,历史,吉首大学,专业组 213,542,28232,本科批,8,历史,0,院校代码:10531;专业组:213;计划数:8
广东,2025,历史,吉首大学,专业组 214,548,25335,本科批,3,历史,0,院校代码:10531;专业组:214;计划数:3
广东,2025,历史,吉首大学,专业组 215,564,17391,本科批,3,历史,0,院校代码:10531;专业组:215;计划数:3
广东,2025,历史,湖南大学,专业组 201,613,2814,本科批,2,历史,0,院校代码:10532;专业组:201;计划数:2
广东,2025,历史,湖南大学,专业组 202,616,2394,本科批,24,历史,0,院校代码:10532;专业组:202;计划数:24
广东,2025,历史,中南大学,专业组 201,616,2436,本科批,31,历史,0,院校代码:10533;专业组:201;计划数:31
广东,2025,历史,湖南科技大学,专业组 212,554,22299,本科批,5,历史,0,院校代码:10534;专业组:212;计划数:5
广东,2025,历史,湖南科技大学,专业组 213,551,23763,本科批,4,历史,0,院校代码:10534;专业组:213;计划数:4
广东,2025,历史,湖南科技大学,专业组 214,552,22961,本科批,38,历史,0,院校代码:10534;专业组:214;计划数:38
广东,2025,历史,湖南科技大学,专业组 215,573,13645,本科批,2,历史,0,院校代码:10534;专业组:215;计划数:2
广东,2025,历史,湖南科技大学,专业组 216,572,14112,本科批,1,历史,0,院校代码:10534;专业组:216;计划数:1
广东,2025,历史,长沙理工大学,专业组 212,558,20222,本科批,4,历史,0,院校代码:10536;专业组:212;计划数:4
广东,2025,历史,长沙理工大学,专业组 213,559,19477,本科批,15,历史,0,院校代码:10536;专业组:213;计划数:15
广东,2025,历史,长沙理工大学,专业组 214,559,19660,本科批,7,历史,0,院校代码:10536;专业组:214;计划数:7
广东,2025,历史,湖南农业大学,专业组 215,554,21991,本科批,6,历史,0,院校代码:10537;专业组:215;计划数:6
广东,2025,历史,湖南农业大学,专业组 216,552,23141,本科批,42,历史,0,院校代码:10537;专业组:216;计划数:42
广东,2025,历史,湖南农业大学(中外合作办学),专业组 217,530,35798,本科批,10,历史,0,院校代码:10537;专业组:217;计划数:10
广东,2025,历史,湖南农业大学,专业组 218,561,18449,本科批,3,历史,0,院校代码:10537;专业组:218;计划数:3
